C,SETP.WORLD,FPP_PUBLIC_RATES,AEMO,PUBLIC,2025/05/02,05:29:00,0000000461538483,FPP,0000000461538482
I,FPP,EST_PERF_COST_RATE,1,INTERVAL_DATETIME,CONSTRAINTID,VERSIONNO,BIDTYPE,RELEVANT_REGIONS,FPP_PAYMENT_RATE,FPP_RECOVERY_RATE,USED_FCAS_RATE,UNUSED_FCAS_RATE
D,FPP,EST_PERF_COST_RATE,1,"2025/05/02 05:25:00",F_T+LREG_0050,1,LOWERREG,TAS1,0.62122844,0.18988873,0.01184925,0.44451606
D,FPP,EST_PERF_COST_RATE,1,"2025/05/02 05:25:00",F_T+RREG_0050,1,RAISEREG,TAS1,0.00000000,0.00000000,0.00000000,1.22867896
D,FPP,EST_PERF_COST_RATE,1,"2025/05/02 05:25:00",F_TASCAP_LREG_0210,1,LOWERREG,"NSW1,QLD1,SA1,VIC1",0.19441387,0.22036613,0.07068550,0.05921624
D,FPP,EST_PERF_COST_RATE,1,"2025/05/02 05:25:00",F_TASCAP_RREG_0220,1,RAISEREG,"NSW1,QLD1,SA1,VIC1",0.00000000,0.00000000,0.00000000,0.12171723
I,FPP,EST_RESIDUAL_COST_RATE,1,INTERVAL_DATETIME,CONSTRAINTID,VERSIONNO,BIDTYPE,RELEVANT_REGIONS,FPP,USED_FCAS,UNUSED_FCAS
D,FPP,EST_RESIDUAL_COST_RATE,1,"2025/05/02 05:25:00",F_T+LREG_0050,1,LOWERREG,TAS1,0.03851917,0.00000000,-0.02334450
D,FPP,EST_RESIDUAL_COST_RATE,1,"2025/05/02 05:25:00",F_T+RREG_0050,1,RAISEREG,TAS1,0.00000000,0.00000000,-0.07851963
D,FPP,EST_RESIDUAL_COST_RATE,1,"2025/05/02 05:25:00",F_TASCAP_LREG_0210,1,LOWERREG,"NSW1,QLD1,SA1,VIC1",-0.00876193,-0.00281051,-0.00282059
D,FPP,EST_RESIDUAL_COST_RATE,1,"2025/05/02 05:25:00",F_TASCAP_RREG_0220,1,RAISEREG,"NSW1,QLD1,SA1,VIC1",0.00000000,0.00000000,-0.00634166
I,FPP,FCAS_SUMMARY,1,RUN_DATETIME,RUNNO,INTERVAL_DATETIME,CONSTRAINTID,VERSIONNO,BIDTYPE,RELEVANT_REGIONS,REGULATION_MW,CONSTRAINT_MARGINAL_VALUE,P_REGULATION,BASE_COST,TSFCAS,TOTAL_FPP,RCR,USAGE,USAGE_VALUE
D,FPP,FCAS_SUMMARY,1,"2025/05/02 05:25:00",1,"2025/05/02 05:25:00",F_T+LREG_0050,1,LOWERREG,TAS1,50.00000000,2.44000000,2.44000000,10.16666667,10.16666667,6.11195600,30.05880,0.03751400,0.03751400
D,FPP,FCAS_SUMMARY,1,"2025/05/02 05:25:00",1,"2025/05/02 05:25:00",F_T+RREG_0050,1,RAISEREG,TAS1,50.00000000,5.51000000,5.51000000,22.95833333,22.95833333,0.00000000,0.00000,0.00000000,0.00000000
D,FPP,FCAS_SUMMARY,1,"2025/05/02 05:25:00",1,"2025/05/02 05:25:00",F_TASCAP_LREG_0210,1,LOWERREG,"NSW1,QLD1,SA1,VIC1",160.00000000,1.90000000,1.90000000,25.33333333,25.33333333,29.84231358,188.47777,0.37785544,0.37785544
D,FPP,FCAS_SUMMARY,1,"2025/05/02 05:25:00",1,"2025/05/02 05:25:00",F_TASCAP_RREG_0220,1,RAISEREG,"NSW1,QLD1,SA1,VIC1",170.00000000,2.90000000,2.90000000,41.08333333,41.08333333,0.00000000,0.00000,0.00000000,0.00000000
C,"END OF REPORT",17
