C,SETP.WORLD,FPP_DCF,AEMO,PUBLIC,2025/04/29,18:23:21,0000000461200046,FPP,0000000461200046
I,FPP,FORECAST_DEFAULT_CF,1,FPP_UNITID,CONSTRAINTID,EFFECTIVE_START_DATETIME,EFFECTIVE_END_DATETIME,VERSIONNO,BIDTYPE,REGIONID,DEFAULT_CONTRIBUTION_FACTOR,DCF_REASON_FLAG,DCF_ABS_NEGATIVE_PERF_TOTAL,SETTLEMENTS_UNITID
D,FPP,FORECAST_DEFAULT_CF,1,ER02,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00049838,0,356.21633,ER02
D,FPP,FORECAST_DEFAULT_CF,1,ER03,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00082155,0,356.21633,ER03
D,FPP,FORECAST_DEFAULT_CF,1,ER04,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00146908,0,356.21633,ER04
D,FPP,FORECAST_DEFAULT_CF,1,ERB01,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00347317,0,356.21633,ERB01
D,FPP,FORECAST_DEFAULT_CF,1,ERGT01,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,0.00000000,0,356.21633,ERGT01
D,FPP,FORECAST_DEFAULT_CF,1,FINLYSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00105517,0,356.21633,FINLYSF1
D,FPP,FORECAST_DEFAULT_CF,1,FISHER,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,TAS1,-0.00032744,0,356.21633,FISHER
D,FPP,FORECAST_DEFAULT_CF,1,FLYCRKWF,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00227803,0,356.21633,FLYCRKWF
D,FPP,FORECAST_DEFAULT_CF,1,GANGARR1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00848614,0,356.21633,GANGARR1
D,FPP,FORECAST_DEFAULT_CF,1,GANNB1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00000070,0,356.21633,GANNB1
D,FPP,FORECAST_DEFAULT_CF,1,GANNSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00069626,0,356.21633,GANNSF1
D,FPP,FORECAST_DEFAULT_CF,1,GB01,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,0.00000000,4,356.21633,GB01
D,FPP,FORECAST_DEFAULT_CF,1,GERMCRK,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00030030,0,356.21633,GERMCRK
D,FPP,FORECAST_DEFAULT_CF,1,GIRGSF,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00303397,0,356.21633,GIRGSF
D,FPP,FORECAST_DEFAULT_CF,1,GLENSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00375255,0,356.21633,GLENSF1
D,FPP,FORECAST_DEFAULT_CF,1,GLRWNSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00372218,0,356.21633,GLRWNSF1
D,FPP,FORECAST_DEFAULT_CF,1,GNNDHSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00255797,0,356.21633,GNNDHSF1
D,FPP,FORECAST_DEFAULT_CF,1,GOONSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00214140,0,356.21633,GOONSF1
D,FPP,FORECAST_DEFAULT_CF,1,GORDON,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,TAS1,-0.00220784,0,356.21633,GORDON
D,FPP,FORECAST_DEFAULT_CF,1,GPWFEST1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00240719,0,356.21633,GPWFEST1
D,FPP,FORECAST_DEFAULT_CF,1,GPWFEST2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00296845,0,356.21633,GPWFEST2
D,FPP,FORECAST_DEFAULT_CF,1,GPWFEST3,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,GPWFEST3
D,FPP,FORECAST_DEFAULT_CF,1,GRANWF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,TAS1,-0.00213466,0,356.21633,GRANWF1
D,FPP,FORECAST_DEFAULT_CF,1,GREENB1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.01005223,0,356.21633,GREENB1
D,FPP,FORECAST_DEFAULT_CF,1,GRIFSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00059809,0,356.21633,GRIFSF1
D,FPP,FORECAST_DEFAULT_CF,1,GSTONE1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00034942,0,356.21633,GSTONE1
D,FPP,FORECAST_DEFAULT_CF,1,GSTONE2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00182417,0,356.21633,GSTONE2
D,FPP,FORECAST_DEFAULT_CF,1,GSTONE3,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00093887,0,356.21633,GSTONE3
D,FPP,FORECAST_DEFAULT_CF,1,GSTONE4,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00116452,0,356.21633,GSTONE4
D,FPP,FORECAST_DEFAULT_CF,1,GSTONE5,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00122659,0,356.21633,GSTONE5
D,FPP,FORECAST_DEFAULT_CF,1,GSTONE6,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00045430,0,356.21633,GSTONE6
D,FPP,FORECAST_DEFAULT_CF,1,GSWF1A,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00256866,0,356.21633,GSWF1A
D,FPP,FORECAST_DEFAULT_CF,1,GSWF1B1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00108487,0,356.21633,GSWF1B1
D,FPP,FORECAST_DEFAULT_CF,1,GULLRSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00045357,0,356.21633,GULLRSF1
D,FPP,FORECAST_DEFAULT_CF,1,GULLRWF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00537971,0,356.21633,GULLRWF1
D,FPP,FORECAST_DEFAULT_CF,1,GULLRWF2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00378680,0,356.21633,GULLRWF2
D,FPP,FORECAST_DEFAULT_CF,1,GUNNING1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00181468,0,356.21633,GUNNING1
D,FPP,FORECAST_DEFAULT_CF,1,GUTHEGA,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00000553,0,356.21633,GUTHEGA
D,FPP,FORECAST_DEFAULT_CF,1,HALLWF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00117516,0,356.21633,HALLWF1
D,FPP,FORECAST_DEFAULT_CF,1,HALLWF2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00122465,0,356.21633,HALLWF2
D,FPP,FORECAST_DEFAULT_CF,1,HAMISF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00196754,0,356.21633,HAMISF1
D,FPP,FORECAST_DEFAULT_CF,1,HAUGHT11,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00756532,0,356.21633,HAUGHT11
D,FPP,FORECAST_DEFAULT_CF,1,HAYMSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00314315,0,356.21633,HAYMSF1
D,FPP,FORECAST_DEFAULT_CF,1,HBESS1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00110834,0,356.21633,HBESS1
D,FPP,FORECAST_DEFAULT_CF,1,HD1WF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00218797,0,356.21633,HD1WF1
D,FPP,FORECAST_DEFAULT_CF,1,HDWF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00160560,0,356.21633,HDWF1
D,FPP,FORECAST_DEFAULT_CF,1,HDWF2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00168389,0,356.21633,HDWF2
D,FPP,FORECAST_DEFAULT_CF,1,HDWF3,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00166640,0,356.21633,HDWF3
D,FPP,FORECAST_DEFAULT_CF,1,HEZ1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00001858,0,356.21633,HEZ1
D,FPP,FORECAST_DEFAULT_CF,1,HILLSTN1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00356856,0,356.21633,HILLSTN1
D,FPP,FORECAST_DEFAULT_CF,1,HPR1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00013169,0,356.21633,HPR1
D,FPP,FORECAST_DEFAULT_CF,1,HUGSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00026529,0,356.21633,HUGSF1
D,FPP,FORECAST_DEFAULT_CF,1,HUMENSW,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00055851,0,356.21633,HUMENSW
D,FPP,FORECAST_DEFAULT_CF,1,HUMEV,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,HUMEV
D,FPP,FORECAST_DEFAULT_CF,1,HUNTER1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,0.00000000,0,356.21633,HUNTER1
D,FPP,FORECAST_DEFAULT_CF,1,HUNTER2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,0.00000000,0,356.21633,HUNTER2
D,FPP,FORECAST_DEFAULT_CF,1,HVWWBA1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00010550,0,356.21633,HVWWBA1
D,FPP,FORECAST_DEFAULT_CF,1,HVWWPV1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00009724,0,356.21633,HVWWPV1
D,FPP,FORECAST_DEFAULT_CF,1,INVICTA,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,0.00000000,0,356.21633,INVICTA
D,FPP,FORECAST_DEFAULT_CF,1,JBUTTERS,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,TAS1,-0.00897107,0,356.21633,JBUTTERS
D,FPP,FORECAST_DEFAULT_CF,1,JEMALNG1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00158808,0,356.21633,JEMALNG1
D,FPP,FORECAST_DEFAULT_CF,1,JLA01,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,JLA01
D,FPP,FORECAST_DEFAULT_CF,1,JLA02,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,JLA02
D,FPP,FORECAST_DEFAULT_CF,1,JLA03,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,JLA03
D,FPP,FORECAST_DEFAULT_CF,1,JLA04,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,JLA04
D,FPP,FORECAST_DEFAULT_CF,1,JLB01,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,JLB01
D,FPP,FORECAST_DEFAULT_CF,1,JLB02,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,JLB02
D,FPP,FORECAST_DEFAULT_CF,1,JLB03,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,JLB03
D,FPP,FORECAST_DEFAULT_CF,1,JOUNAMA1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00009469,0,356.21633,JOUNAMA1
D,FPP,FORECAST_DEFAULT_CF,1,JUNEESF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00156638,0,356.21633,JUNEESF1
D,FPP,FORECAST_DEFAULT_CF,1,KABANWF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00564853,0,356.21633,KABANWF1
D,FPP,FORECAST_DEFAULT_CF,1,KAREEYA1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00102351,0,356.21633,KAREEYA1
D,FPP,FORECAST_DEFAULT_CF,1,KAREEYA2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00114394,0,356.21633,KAREEYA2
D,FPP,FORECAST_DEFAULT_CF,1,KAREEYA3,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00112580,0,356.21633,KAREEYA3
D,FPP,FORECAST_DEFAULT_CF,1,KAREEYA4,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00130755,0,356.21633,KAREEYA4
D,FPP,FORECAST_DEFAULT_CF,1,KAREEYA5,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00001137,0,356.21633,KAREEYA5
D,FPP,FORECAST_DEFAULT_CF,1,KARSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00101318,0,356.21633,KARSF1
D,FPP,FORECAST_DEFAULT_CF,1,KEPBG1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00000463,0,356.21633,KEPBG1
D,FPP,FORECAST_DEFAULT_CF,1,KEPBL1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00004031,0,356.21633,KEPBL1
D,FPP,FORECAST_DEFAULT_CF,1,KEPSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00702764,2,356.21633,KEPSF1
D,FPP,FORECAST_DEFAULT_CF,1,KEPWF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,0.00000000,1,356.21633,KEPWF1
D,FPP,FORECAST_DEFAULT_CF,1,KERNGSP1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00013916,0,356.21633,KERNGSP1
D,FPP,FORECAST_DEFAULT_CF,1,KESSB1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00041259,0,356.21633,KESSB1
D,FPP,FORECAST_DEFAULT_CF,1,KIAMSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00033550,0,356.21633,KIAMSF1
D,FPP,FORECAST_DEFAULT_CF,1,KIATAWF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00048993,0,356.21633,KIATAWF1
D,FPP,FORECAST_DEFAULT_CF,1,KINGASF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00273991,0,356.21633,KINGASF1
D,FPP,FORECAST_DEFAULT_CF,1,KPP_1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00030114,0,356.21633,KPP_1
D,FPP,FORECAST_DEFAULT_CF,1,KSP1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00233925,0,356.21633,KSP1
D,FPP,FORECAST_DEFAULT_CF,1,LADBROK1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00029134,0,356.21633,LADBROK1
D,FPP,FORECAST_DEFAULT_CF,1,LADBROK2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,0.00000000,0,356.21633,LADBROK2
D,FPP,FORECAST_DEFAULT_CF,1,LBB1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00073478,0,356.21633,LBB1
D,FPP,FORECAST_DEFAULT_CF,1,LEM_WIL,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,TAS1,-0.00013464,0,356.21633,LEM_WIL
D,FPP,FORECAST_DEFAULT_CF,1,LGAPWF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00163788,0,356.21633,LGAPWF1
D,FPP,FORECAST_DEFAULT_CF,1,LGAPWF2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00180329,0,356.21633,LGAPWF2
D,FPP,FORECAST_DEFAULT_CF,1,LI_WY_CA,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,TAS1,-0.00017635,0,356.21633,LI_WY_CA
D,FPP,FORECAST_DEFAULT_CF,1,LILYSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00400709,0,356.21633,LILYSF1
D,FPP,FORECAST_DEFAULT_CF,1,LIMOSF11,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.01374496,0,356.21633,LIMOSF11
D,FPP,FORECAST_DEFAULT_CF,1,LIMOSF21,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00040989,0,356.21633,LIMOSF21
D,FPP,FORECAST_DEFAULT_CF,1,LK_ECHO,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,TAS1,-0.00160338,0,356.21633,LK_ECHO
D,FPP,FORECAST_DEFAULT_CF,1,LKBONNY1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00131656,0,356.21633,LKBONNY1
D,FPP,FORECAST_DEFAULT_CF,1,LKBONNY2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00218322,0,356.21633,LKBONNY2
D,FPP,FORECAST_DEFAULT_CF,1,LKBONNY3,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00043903,0,356.21633,LKBONNY3
D,FPP,FORECAST_DEFAULT_CF,1,LNGS1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,LNGS1
D,FPP,FORECAST_DEFAULT_CF,1,LNGS2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,LNGS2
D,FPP,FORECAST_DEFAULT_CF,1,LONSDALE,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00000014,0,356.21633,LONSDALE
D,FPP,FORECAST_DEFAULT_CF,1,LOYYB1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00146512,0,356.21633,LOYYB1
D,FPP,FORECAST_DEFAULT_CF,1,LOYYB2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00019154,0,356.21633,LOYYB2
D,FPP,FORECAST_DEFAULT_CF,1,LRSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00102623,0,356.21633,LRSF1
D,FPP,FORECAST_DEFAULT_CF,1,LVES1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00091231,0,356.21633,LVES1
D,FPP,FORECAST_DEFAULT_CF,1,LYA1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00026169,0,356.21633,LYA1
D,FPP,FORECAST_DEFAULT_CF,1,LYA2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00112690,0,356.21633,LYA2
D,FPP,FORECAST_DEFAULT_CF,1,LYA3,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00038757,0,356.21633,LYA3
D,FPP,FORECAST_DEFAULT_CF,1,LYA4,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,LYA4
D,FPP,FORECAST_DEFAULT_CF,1,MACARTH1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,4,356.21633,MACARTH1
D,FPP,FORECAST_DEFAULT_CF,1,MACKNTSH,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,TAS1,-0.00028365,0,356.21633,MACKNTSH
D,FPP,FORECAST_DEFAULT_CF,1,MANNSF2,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00082624,0,356.21633,MANNSF2
D,FPP,FORECAST_DEFAULT_CF,1,MANSLR1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00127094,0,356.21633,MANSLR1
D,FPP,FORECAST_DEFAULT_CF,1,MAPS2PV1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00024544,0,356.21633,MAPS2PV1
D,FPP,FORECAST_DEFAULT_CF,1,MAPS3PV1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,0.00000000,0,356.21633,MAPS3PV1
D,FPP,FORECAST_DEFAULT_CF,1,MARYRSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00172940,0,356.21633,MARYRSF1
D,FPP,FORECAST_DEFAULT_CF,1,MBAHNTH,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00037233,0,356.21633,MBAHNTH
D,FPP,FORECAST_DEFAULT_CF,1,MBPS2PV1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,SA1,-0.00008722,0,356.21633,MBPS2PV1
D,FPP,FORECAST_DEFAULT_CF,1,MCINTYR1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.01409714,0,356.21633,MCINTYR1
D,FPP,FORECAST_DEFAULT_CF,1,MCKAY1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,0.00000000,0,356.21633,MCKAY1
D,FPP,FORECAST_DEFAULT_CF,1,MEADOWBK,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,TAS1,-0.00020931,0,356.21633,MEADOWBK
D,FPP,FORECAST_DEFAULT_CF,1,MERCER01,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,VIC1,-0.00213876,0,356.21633,MERCER01
D,FPP,FORECAST_DEFAULT_CF,1,METZSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,NSW1,-0.00369652,0,356.21633,METZSF1
D,FPP,FORECAST_DEFAULT_CF,1,MEWF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00359596,0,356.21633,MEWF1
D,FPP,FORECAST_DEFAULT_CF,1,MIDDLSF1,F_I+GFT_TG_R5,"2025/04/29 18:20:00","2025/05/04 00:00:00",1,RAISEREG,QLD1,-0.00125859,0,356.21633,MIDDLSF1
