C,SETP.WORLD,FPP_PUBLIC_RATES,AEMO,PUBLIC,2025/05/02,17:43:21,0000000461610809,FPP,0000000461610808
I,FPP,EST_PERF_COST_RATE,1,INTERVAL_DATETIME,CONSTRAINTID,VERSIONNO,BIDTYPE,RELEVANT_REGIONS,FPP_PAYMENT_RATE,FPP_RECOVERY_RATE,USED_FCAS_RATE,UNUSED_FCAS_RATE
D,FPP,EST_PERF_COST_RATE,1,"2025/05/02 17:40:00",F_MAIN++NIL_MG_R5,1,RAISEREG,"NSW1,QLD1,SA1,VIC1",0.47141767,0.59646904,0.25571032,0.00730771
D,FPP,EST_PERF_COST_RATE,1,"2025/05/02 17:40:00",F_T+LREG_0050,1,LOWERREG,TAS1,0.22556422,0.72192079,0.06607745,0.38496717
D,FPP,EST_PERF_COST_RATE,1,"2025/05/02 17:40:00",F_T+RREG_0050,1,RAISEREG,TAS1,89.10129831,45.88021353,26.69951907,16.43070350
D,FPP,EST_PERF_COST_RATE,1,"2025/05/02 17:40:00",F_TASCAP_LREG_0210,1,LOWERREG,"NSW1,QLD1,SA1,VIC1",0.24214634,0.23249317,0.03477463,0.06310766
I,FPP,EST_RESIDUAL_COST_RATE,1,INTERVAL_DATETIME,CONSTRAINTID,VERSIONNO,BIDTYPE,RELEVANT_REGIONS,FPP,USED_FCAS,UNUSED_FCAS
D,FPP,EST_RESIDUAL_COST_RATE,1,"2025/05/02 17:40:00",F_MAIN++NIL_MG_R5,1,RAISEREG,"NSW1,QLD1,SA1,VIC1",-0.00114682,-0.00049165,-0.00029208
D,FPP,EST_RESIDUAL_COST_RATE,1,"2025/05/02 17:40:00",F_T+LREG_0050,1,LOWERREG,TAS1,0.00396705,0.00000000,-0.01684492
D,FPP,EST_RESIDUAL_COST_RATE,1,"2025/05/02 17:40:00",F_T+RREG_0050,1,RAISEREG,TAS1,-0.34600711,-0.20135529,-0.87487122
D,FPP,EST_RESIDUAL_COST_RATE,1,"2025/05/02 17:40:00",F_TASCAP_LREG_0210,1,LOWERREG,"NSW1,QLD1,SA1,VIC1",-0.00363948,-0.00054437,-0.00230596
I,FPP,FCAS_SUMMARY,1,RUN_DATETIME,RUNNO,INTERVAL_DATETIME,CONSTRAINTID,VERSIONNO,BIDTYPE,RELEVANT_REGIONS,REGULATION_MW,CONSTRAINT_MARGINAL_VALUE,P_REGULATION,BASE_COST,TSFCAS,TOTAL_FPP,RCR,USAGE,USAGE_VALUE
D,FPP,FCAS_SUMMARY,1,"2025/05/02 17:40:00",1,"2025/05/02 17:40:00",F_MAIN++NIL_MG_R5,1,RAISEREG,"NSW1,QLD1,SA1,VIC1",193.00000000,0.37000000,0.37000000,19.28982698,5.53766667,7.16361101,232.33333,0.55458171,0.55458171
D,FPP,FCAS_SUMMARY,1,"2025/05/02 17:40:00",1,"2025/05/02 17:40:00",F_T+LREG_0050,1,LOWERREG,TAS1,50.00000000,2.16000000,2.16000000,9.00000000,9.00000000,5.74231680,31.90176,0.05839940,0.05839940
D,FPP,FCAS_SUMMARY,1,"2025/05/02 17:40:00",1,"2025/05/02 17:40:00",F_T+RREG_0050,1,RAISEREG,TAS1,50.00000000,102.39054000,102.39054000,426.62725000,426.62725000,205.54243899,24.08923,0.28036960,0.28036960
D,FPP,FCAS_SUMMARY,1,"2025/05/02 17:40:00",1,"2025/05/02 17:40:00",F_TASCAP_LREG_0210,1,LOWERREG,"NSW1,QLD1,SA1,VIC1",160.00000000,1.62000000,1.62000000,21.60000000,21.60000000,32.11323705,237.87583,0.22237331,0.22237331
C,"END OF REPORT",17
